Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,1,2.716295895,2.689561053,2.664525909,2.643836366,2.623900828,2.609422857,2.587778543,2.542049012,2.467020543,2.376971433,2.285960805,2.214621833,2.175164002,2.175798623,2.205769757,2.240871056,2.27428644,2.318940336,2.374211014,2.434498886,2.488009421,2.53335871,2.577407567,2.619782851,2.653914564,2.691144556,2.708599351,2.671253556,2.568706852,2.426645688,2.272174341,2.140232291,2.04793304,2.008964138,2.006437925,2.013151446,2.008942707,1.995601608,1.967402261,1.930382623,1.901136361,1.881450018,1.858612723,1.831333842,1.805707506,1.771855438,1.75170475,1.778686233,1.864470038,1.984783112,2.113785288,2.214742178,2.267940686,2.25924945,2.207038658,2.14522549,2.09083472,2.033262176,1.976284348,1
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,1,2.860593661,2.928386658,2.959067849,2.948235712,2.90788363,2.852702155,2.796958716,2.744120473,2.69803183,2.654811024,2.606337106,2.546826513,2.476281083,2.392528381,2.299128703,2.209274743,2.118794001,2.012975247,1.889871687,1.75795976,1.625312932,1.507809452,1.418523854,1.366292543,1.341232576,1.318623738,1.294989742,1.28887615,1.303072587,1.327096484,1.359182582,1.377999317,1.359796505,1.292805561,1.191755078,1.083860839,0.985403325,0.891911344,0.808774881,0.734526453,0.661368332,0.590961101,0.534300886,0.49459764,0.469132819,0.449672283,0.433493449,0.424169675,0.421858398,0.424404001,0.430725951,0.439491727,0.450208946,0.462663702,0.475363828,0.489210768,0.501858163,0.509367036,0.509683302,1
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,1,1.345221054,1.315924634,1.431627631,1.721192359,2.077899956,2.574605504,2.880107849,2.578952576,1.520381019,-0.005921228,-1.704009859,-3.17696393,-4.181183028,-4.371188522,-3.823914659,-3.112038053,-2.369336205,-1.028579074,0.955872228,3.232179941,5.618788976,7.382532392,7.957829937,7.301626949,6.018168663,4.689262603,3.712640687,3.080164625,2.909206253,3.044041827,3.20786718,3.275531748,3.378923338,3.496244008,3.621794692,3.769872487,3.91701608,4.024829235,4.08348863,4.110344072,4.11821521,4.142757429,4.205674188,4.315961875,4.444830589,4.558845912,4.631807058,4.654911278,4.626119686,4.557382417,4.477741442,4.394863172,4.291977218,4.172454906,4.042030141,3.911232347,3.780716547,3.654506773,3.528524074,1
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,1,2.522332065,2.59426321,2.63984734,2.655781586,2.650233563,2.637467539,2.630932136,2.636420975,2.659245026,2.692167593,2.726229843,2.754300888,2.774840333,2.785884162,2.792374657,2.786307515,2.78047403,2.797181118,2.841151524,2.89583362,2.907841852,2.886500223,2.883457475,2.906067965,2.918104236,2.991671796,2.988045448,2.698176005,2.062043572,1.225550408,0.340551987,-0.387360745,-0.843824551,-0.906254632,-0.642512632,-0.352581758,-0.058520241,0.511313904,1.393998095,2.428957109,3.527409475,4.38047041,4.720052368,4.467384542,3.853599765,3.187325236,2.648825363,2.18657189,1.84846867,1.606144198,1.363875294,1,1,1,1,1,1,1,1,1
Estonia,EST,Population growth (annual %),SP.POP.GROW,1,1.11138977,1.34156956,1.378477164,1.437675372,1.359458372,1.078006708,0.787736187,0.925837507,1.048781817,1.096145451,1.233395893,1.123907965,0.960032301,0.865266081,0.785459176,0.712743107,0.73604373,0.685613147,0.556254915,0.603352238,0.704718276,0.719876655,0.687096402,0.652187283,0.667063356,0.743509962,0.778102309,0.621622035,0.398143548,0.066490191,-0.502159185,-1.824181555,-2.574319978,-2.138588635,-1.785399536,-1.475364638,-1.14091924,-0.960559005,0.294482276,0.483707162,-0.636963124,-0.633433796,-0.627622448,-0.59782051,-0.572255525,-0.58965556,-0.456188535,-0.26813372,-0.192768077,-0.228057969,-0.303582824,-0.357944411,-0.355891803,-0.262256175,0.06555253,0.029112226,0.121070631,0.348039138,0.348339662,1
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,1,1.989099713,1.964299691,2.017460516,2.167816968,2.380765211,2.615012848,2.808106083,2.932830331,2.966822991,2.942800591,2.907783445,2.899596713,2.915262325,2.970988153,3.050275485,3.119534553,3.180276019,3.241520857,3.312854213,3.380957967,3.43142646,3.462008764,3.480115236,3.484577554,3.469848262,3.44666587,3.401569741,3.302454604,3.1471647,2.950747942,2.740015725,2.537953221,2.360970416,2.218518171,2.095624102,1.994031938,1.877333239,1.697321311,1.437695797,1.132971,0.809694554,0.536242324,0.366626738,0.340054049,0.417431988,0.533516276,0.631152444,0.697031443,0.713864393,0.694531003,0.673417714,0.674565152,0.697191862,0.750005807,0.820626097,0.896297661,0.962067725,1.011798397,1.045309194,1
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,1,2.319980719,2.397879407,2.454581851,2.484146356,2.495964072,2.477363246,2.461886758,2.496189599,2.594858543,2.719618673,2.891329486,3.004668892,2.928928252,2.622458837,2.190128343,1.708832127,1.346517212,1.231495974,1.444213352,1.878319167,2.370026732,2.770040367,3.054423587,3.178083044,3.193696546,3.180094743,3.197503692,3.242490459,3.329109564,3.431864372,3.532966941,3.590511792,3.575621886,3.476551667,3.327275116,3.167001902,3.03401469,2.938856113,2.893821695,2.882672549,2.879434156,2.867363896,2.850948298,2.826388183,2.798329264,2.768139861,2.745954395,2.741022523,2.756851322,2.783770941,2.812610345,2.829617214,2.827018361,2.799921862,2.756127788,2.708106304,2.663467978,2.620013482,2.579563348,1
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,1,1.323002179,1.269138848,1.244893198,1.207613985,1.204060797,1.162913611,1.138937134,1.105129342,1.163076714,1.131761652,1.144442634,1.176587903,1.15052569,1.13988703,1.093146529,1.019028102,0.982644808,0.954277839,0.931284078,0.929613872,0.891324731,0.872115099,0.857831799,0.901783934,0.973173573,1.070796206,1.152268979,1.032430639,0.714927084,0.228716745,-0.326292215,-0.811860541,-1.017158385,-0.890129843,-0.505023974,-0.021920211,0.396014126,0.652942728,0.734884213,0.641832816,0.559042125,0.500903095,0.420430556,0.353565483,0.255974626,0.146575397,0.069025385,-0.01045533,-0.025097252,0.012549413,0.018821168,0.041812139,0.102365915,0.14188543,0.189561669,0.253575128,0.32744786,0.342876364,0.372524228,1
Fiji,FJI,Population growth (annual %),SP.POP.GROW,1,3.439200992,3.478636793,3.410287608,3.213726645,2.936428188,2.645064942,2.401023692,2.220937737,2.134431703,2.107883213,2.104816645,2.086482219,2.059176736,2.01462216,1.963390131,1.877938648,1.811235218,1.836135511,1.982569762,2.183567914,2.443355312,2.616534764,2.543687524,2.162597448,1.599175313,0.959729517,0.43653943,0.158785896,0.229909934,0.547632852,0.932810215,1.22552839,1.399752885,1.400285413,1.273967059,1.148997999,1.058900709,0.93177052,0.765164397,0.581584998,0.35927718,0.163517679,0.100408693,0.218368493,0.456735434,0.759761008,0.999972276,1.090789507,0.974228982,0.721469407,0.421409494,0.187443865,0.062287766,0.097571629,0.250593764,0.433308394,0.578334254,0.684181932,0.729660242,1
Finland,FIN,Population growth (annual %),SP.POP.GROW,1,0.705711484,0.6799954,0.706977468,0.556315625,0.333374795,0.374800826,0.541550206,0.448972198,-0.058030841,-0.378718238,0.126203706,0.595195266,0.567909198,0.523542996,0.443863076,0.301448639,0.279738313,0.28712237,0.255579028,0.311078416,0.426515645,0.560285844,0.595991321,0.534342931,0.417068904,0.324794896,0.283626732,0.290689051,0.361018799,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886,0.287421402,0.234670532,0.132641041,0.086789963,1
France,FRA,Population growth (annual %),SP.POP.GROW,1,1.318705271,1.396482976,1.404835301,1.32496113,1.186164673,1.022959986,0.881321854,0.784131326,0.752072822,0.764887093,0.792887595,0.802168682,0.782254158,0.720038914,0.630853231,0.533756666,0.455765232,0.410681995,0.41103811,0.444063245,0.486056784,0.519369592,0.545606555,0.558726958,0.561154447,0.565740633,0.5714812,0.56459326,0.541862136,0.508686594,0.554158664,0.497240931,0.433292244,0.372231503,0.361249895,0.354082271,0.353750159,0.368597839,0.514456335,0.684929254,0.727786405,0.727231515,0.708779199,0.736313541,0.753800832,0.697207001,0.618697376,0.558854359,0.514489504,0.494035951,0.483658695,0.48400512,0.514784474,0.473703877,0.35556924,0.263868789,0.210010696,0.151733989,0.140234218,1
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,1,3.313021067,3.588827656,3.744675127,3.720497357,3.594519139,3.448073422,3.334133578,3.292369152,3.310129865,3.382509615,3.457345284,3.486277932,3.487119287,3.431078603,3.338588714,3.235882929,3.153034937,3.087151498,3.047147548,3.019677062,2.989421141,2.951829533,2.88749554,2.825033321,2.736115895,2.669842341,2.588085311,2.478358951,2.305059265,2.112653171,1.893370007,1.71257145,1.625834174,1.67361423,1.792454552,1.93060836,2.023275338,2.052266882,1.988560389,1.872537189,1.748335882,1.636390212,1.487444577,1.293130788,1.08320859,0.858044088,0.653391183,0.508750447,0.450772043,0.451751632,0.465410564,0.484446518,0.493209189,0.508088239,0.52089856,0.529854316,0.554953683,0.569178577,0.577415665,1
Gabon,GAB,Population growth (annual %),SP.POP.GROW,1,0.967697899,1.079171921,1.223302619,1.403414003,1.600025063,1.811706696,1.99556191,2.090938588,2.078065914,1.999792426,1.899165178,1.829770504,1.816959425,1.880051749,1.995577337,2.118743395,2.220839942,2.312699726,2.385924802,2.444523431,2.497437798,2.550008052,2.601066151,2.649830091,2.695015464,2.735753948,2.763537168,2.776401352,2.770704848,2.752363979,2.731733369,2.709073344,2.676756494,2.633268158,2.585428956,2.548842404,2.518261818,2.485462581,2.447536038,2.414870179,2.384559664,2.380961999,2.426096691,2.531562987,2.678687342,2.808209914,2.92318367,3.073677791,3.264323666,3.458586132,3.657047821,3.788513401,3.779180691,3.606514936,3.335098786,3.043395155,2.796855564,2.602954061,2.484089207,1
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,1,2.00632635,1.980289053,2.018738714,2.136233507,2.308438024,2.490329576,2.648511846,2.767989281,2.837807909,2.879502776,2.908559812,2.949081464,3.001851627,3.069856067,3.146897746,3.247918903,3.341159502,3.371855782,3.335334846,3.266282604,3.140914266,3.074903179,3.205063964,3.576385801,4.063115208,4.572420076,4.917368076,4.978654565,4.717379603,4.271427654,3.806921449,3.44583105,3.197744901,3.095268431,3.092130547,3.098474998,3.081926914,3.083834438,3.101958351,3.127234728,3.164904077,3.197207573,3.200064519,3.163525929,3.106160117,3.043371713,2.996114606,2.970180788,2.974008271,2.995405745,3.018401286,3.030426733,3.034826759,3.026045177,3.008473803,2.988605658,2.968565918,2.946722281,2.921850237,1
Georgia,GEO,Population growth (annual %),SP.POP.GROW,1,1.578435862,1.519342186,1.473021724,1.410306472,1.316771037,1.143478098,0.980879611,0.907052603,0.935667821,0.96583761,1.040707699,1.010966631,0.880708361,0.868346221,0.73801073,0.721090302,0.681625222,0.58382341,0.736305278,0.842900505,0.820316229,0.846666493,0.878842348,0.853879671,0.876678995,0.888192529,0.825576239,0.990127868,0.262664316,-0.027068389,0.703475649,0.77451105,0.768558451,-1.539430121,-3.757716068,-3.62954608,-3.207518172,-2.474222976,-2.057376879,-1.944629157,-1.551238397,-0.897253673,7.786010249,-9.080638465,-0.635292218,-0.568484712,-0.521646734,-0.303790529,-0.888185043,-0.729475257,-0.80216404,-0.736565519,-0.300972141,0.0469539,0.157481405,0.059816599,0.013386075,-0.039036546,-0.165625314,1
Germany,DEU,Population growth (annual %),SP.POP.GROW,1,0.769854344,0.879431692,0.925875063,0.805140883,0.853190437,0.834560801,0.457208527,0.444717326,0.792983738,0.332661393,0.183475314,0.478481046,0.314942451,0.038969223,-0.372846359,-0.428766875,-0.226376663,-0.087031415,0.044207406,0.207430406,0.152308489,-0.095113437,-0.262152572,-0.345666402,-0.223489902,0.045768064,0.153617575,0.39067896,0.773336991,0.861969449,0.728605547,0.760346947,0.657391218,0.346856649,0.293904444,0.289474899,0.146313282,0.015143651,0.064634578,0.1354316,0.168225361,0.168128319,0.055363304,-0.021709728,-0.056778262,-0.112797498,-0.133718573,-0.190142845,-0.25338341,-0.153198447,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.273451074,1
Ghana,GHA,Population growth (annual %),SP.POP.GROW,1,3.160638434,3.213950847,3.175101379,3.027040362,2.817295537,2.575749577,2.381454339,2.2969336,2.354312881,2.497650915,2.685265008,2.817180875,2.819418327,2.656213069,2.400332114,2.11271497,1.906254861,1.856640239,2.010324495,2.294570885,2.608322465,2.853895331,3.00947226,3.045216051,3.001129627,2.938529521,2.898627594,2.873175528,2.872010187,2.883239595,2.89600409,2.890407572,2.855531286,2.785186073,2.694865393,2.601561079,2.52470467,2.471692902,2.449457623,2.449490386,2.449526332,2.447184688,2.458459468,2.484618189,2.517455761,2.554408108,2.5799944,2.578727625,2.54383881,2.487041563,2.424369788,2.369475311,2.323851599,2.291780693,2.268814549,2.246599268,2.22053243,2.192828837,2.162577887,1
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,1,1.664129187,2.077953668,2.341475207,2.342864467,2.304571266,2.125075226,2.007278486,1.866691703,1.72248265,1.550090926,1.388621911,1.20623764,0.989704391,0.792801788,0.603808149,0.375122853,0.178766559,-0.006615288,-0.208605893,-0.345320262,-0.54363367,-0.708139821,-0.706406196,-0.677276476,-0.441501821,-0.20601573,0.072153794,0.151010771,0.095979166,-0.137141311,-0.429782848,-0.629085065,-0.57376494,-0.254901756,0.314169281,0.967699139,1.497141652,1.816240643,1.924789894,1.77909442,1.675241399,1.569792376,1.40126332,1.139239296,0.879864173,0.594275115,0.298802027,0.125231098,0.017877361,0.059568133,0.080360735,0.101103223,0.136624216,0.097898164,0.032611435,0.002964149,-0.026680501,-0.029653353,-0.050430889,1
Greece,GRC,Population growth (annual %),SP.POP.GROW,1,0.792901847,0.595777103,0.370892005,0.362612547,0.467787696,0.737804081,0.814411517,0.65053289,0.365420763,0.228196508,0.433844788,0.650037188,0.454133112,0.368183314,0.938660354,1.553213563,1.301109489,1.296604359,1.246698067,0.982220016,0.896616063,0.61646204,0.581724932,0.498156576,0.388288979,0.330759074,0.334358494,0.363197987,0.52185098,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.383471312,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.202880238,-0.154411355,1
Greenland,GRL,Population growth (annual %),SP.POP.GROW,1,3.625774802,3.785022413,3.922071315,3.243527575,4.16726964,3.262522732,3.398385282,3.517361418,3.397835364,3.286166448,1.709443336,2.303766807,1.438873745,1.015237146,0.201816416,0.201409937,-0.605450891,-0.40568007,0.809721023,1.202419297,1.581060603,0.975617495,1.158314109,1.145050679,0.94429408,0.562325755,1.115253195,1.28560081,0.908271457,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.024920344,-0.265609141,0.359917714,1
Grenada,GRD,Population growth (annual %),SP.POP.GROW,1,1.539264305,1.258918433,0.999486526,0.757191571,0.54355158,0.314395997,0.090548244,-0.09792206,-0.209854813,-0.267437779,-0.269216256,-0.252917182,-0.334662346,-0.511614088,-0.750737296,-1.107806664,-1.373699382,-1.255815933,-0.563870015,0.486399806,1.753561709,2.737898866,3.063562714,2.527692982,1.480702176,0.244832412,-0.756414313,-1.332300174,-1.226405314,-0.613698855,0.133823694,0.728214968,1.090110337,1.135743196,0.937694709,0.708437105,0.558826145,0.445999521,0.402048934,0.390714939,0.403723338,0.372191475,0.35735136,0.32829088,0.300467194,0.25954956,0.24461875,0.252556556,0.315273995,0.418825074,0.528567764,0.606792314,0.671566786,0.67443316,0.637985514,0.602203221,0.554413883,0.52175283,0.491370693,1
Guam,GUM,Population growth (annual %),SP.POP.GROW,1,1.973152864,2.225606841,2.387791775,2.445787265,2.406104674,2.346958229,2.318649008,2.286051602,2.247147072,2.214450681,2.180472347,2.147642161,2.120372462,2.115749593,2.138348885,2.154403888,2.169511935,2.184687132,2.197890672,2.222669749,2.233520189,2.248099468,2.266015581,2.271100395,2.265282326,2.256206712,2.228571483,2.233741979,2.259458914,2.294638748,2.330055421,2.319437929,2.261135717,2.111747853,1.913618733,1.702235428,1.503565962,1.304797413,1.094613026,0.889808705,0.687777388,0.494297463,0.343609119,0.243178153,0.190203626,0.155180602,0.125356321,0.118911689,0.119398497,0.136818674,0.155419664,0.190185488,0.256552046,0.378940355,0.518477695,0.676102623,0.812883412,0.901084422,0.916352318,1
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1,2.936234518,2.936142319,2.922213077,2.893360487,2.850493537,2.804420185,2.744536847,2.671509104,2.589681567,2.507663212,2.433237651,2.372464859,2.326203719,2.292122312,2.257347972,2.239114591,2.250160973,2.300783762,2.389166726,2.494654354,2.590691543,2.671766063,2.71559914,2.739688448,2.754094839,2.763170626,2.768564246,2.768246906,2.759321995,2.734472527,2.689429601,2.624668674,2.550623477,2.490558872,2.452988793,2.402720921,2.358059233,2.361987483,2.369476412,2.433943645,2.4024009,2.297882417,2.180745246,2.125985971,2.077170631,2.026228097,1.975962167,1.927447638,1.881063438,1.836556428,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1
Guinea,GIN,Population growth (annual %),SP.POP.GROW,1,1.643554868,1.657441438,1.678433852,1.710515876,1.745661414,1.785731013,1.814098604,1.810485016,1.767100765,1.69935533,1.6340495,1.585334812,1.545448017,1.51853645,1.507956874,1.50257675,1.515790844,1.575362281,1.689446396,1.842617803,1.99491893,2.139894292,2.304559307,2.488617337,2.673849104,2.859911745,3.008045008,3.074968853,3.045331527,2.952475994,2.834873683,2.733538465,2.661220527,2.632091981,2.627318597,2.635754789,2.622057854,2.560313058,2.43751451,2.282782176,2.117416133,1.987849488,1.926553518,1.953244988,2.03871433,2.148575191,2.238929422,2.291532239,2.290858042,2.259470138,2.215186971,2.19781536,2.235254811,2.342417883,2.48970209,2.644487343,2.765010865,2.833136353,2.834575382,1
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,1,1.069509919,0.978241228,0.969709172,1.065310434,1.235380785,1.406519599,1.542382773,1.658963309,1.744604244,1.793734123,1.886513013,1.951833534,1.846273709,1.529573717,1.091459535,0.576930936,0.170669973,0.052465253,0.334094752,0.893219329,1.539748716,2.069502381,2.414094458,2.506133303,2.423993273,2.307483016,2.241523968,2.198702831,2.199009024,2.226160605,2.256907618,2.262678102,2.236094899,2.173119626,2.088791607,1.998441732,1.932622403,1.911919853,1.952451511,2.032501418,2.125341539,2.204106943,2.273916047,2.325045806,2.365272756,2.39870954,2.43543698,2.476478494,2.52396916,2.573083429,2.618127055,2.651065872,2.660769355,2.645231787,2.610508916,2.570575611,2.532080949,2.493771961,2.456522095,1
Guyana,GUY,Population growth (annual %),SP.POP.GROW,1,3.006876299,2.845890182,2.651393047,2.423120411,2.174678032,1.922439292,1.693574907,1.508820364,1.389278082,1.312096752,1.233610593,1.15128268,1.097634489,1.080702701,1.077595472,1.101387053,1.097652009,1.005000795,0.792694688,0.501026808,0.202191651,-0.062188977,-0.294578964,-0.479872132,-0.619027968,-0.780390192,-0.919650031,-0.903004438,-0.675569864,-0.305730532,0.156608892,0.552953837,0.737586409,0.62814144,0.315093075,-0.065173718,-0.372013216,-0.554591208,-0.545944958,-0.395485914,-0.2022896,-0.055973344,0.047518948,0.079684486,0.057108387,0.024120506,0.017550711,0.045938803,0.120572634,0.229502209,0.345263366,0.447252918,0.513111451,0.53787404,0.52939348,0.511309291,0.49851809,0.486803065,0.481762011,1
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1,1.941249492,1.940215743,1.936310269,1.930651291,1.922568771,1.920652525,1.916076205,1.891693855,1.842336193,1.781317857,1.716324639,1.670785295,1.666569083,1.715061739,1.799700337,1.887145796,1.964292317,2.045191422,2.126880052,2.203475944,2.280877668,2.342896751,2.364209513,2.33656539,2.275656055,2.204678096,2.141029316,2.085436182,2.043601067,2.011624936,1.979310739,1.943571018,1.910670592,1.880569467,1.852983751,1.827107674,1.802055672,1.776663746,1.750733478,1.725004718,1.69881887,1.67407307,1.653508842,1.637876005,1.624945682,1.612725475,1.598145448,1.580356023,1.557952965,1.53214301,1.506269837,1.480132666,1.450208242,1.416131147,1.379519207,1.341320934,1.305066708,1.273996399,1.249899403,1
Honduras,HND,Population growth (annual %),SP.POP.GROW,1,2.794688633,2.78650295,2.793049745,2.817508741,2.85216487,2.889956621,2.922420371,2.944928856,2.954522515,2.95645483,2.954785925,2.957487044,2.969778513,2.99447014,3.026842616,3.05726236,3.079603207,3.091458536,3.091004198,3.081707836,3.06909276,3.056513612,3.039406257,3.018362736,2.99455011,2.971145084,2.947887305,2.924745184,2.901214318,2.878416286,2.850591078,2.824962111,2.81497548,2.824691985,2.843580644,2.862721962,2.867356127,2.84880678,2.801755707,2.734716347,2.662582556,2.592802294,2.523064126,2.45520236,2.388293415,2.323164348,2.256419967,2.184288936,2.105493627,2.024510729,1.943145198,1.869298244,1.810108271,1.769416748,1.741494121,1.717638855,1.692228879,1.667103614,1.640648793,1
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,1,2.963040924,4.236494673,3.44066885,2.417271694,2.627395063,0.885475776,2.527097364,2.123526741,1.596569535,2.431443203,2.156424527,1.917085484,2.821398831,3.160575854,1.8961131,1.256197195,1.44371142,1.811706419,5.465453784,2.670080965,2.348226768,1.55249627,1.519407906,0.982973567,1.074258772,1.245826983,1.006753152,0.840468541,1.03591232,0.321315033,0.829228336,0.839650031,1.717770734,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.748222905,0.799050247,0.75409492,1
Hungary,HUN,Population growth (annual %),SP.POP.GROW,1,0.453239644,0.322661285,0.260182926,0.31560145,0.277287713,0.302244758,0.372155583,0.383062187,0.417504517,0.379781402,0.286176099,0.298102515,0.322277028,0.446325662,0.588081809,0.550182989,0.464581043,0.344923733,0.180747382,0.065093729,0.006777772,-0.058952116,-0.150240753,-0.200097849,-0.181847163,-0.170579145,-0.167798788,-0.153272936,-1.088983893,-1.033117297,-0.005668183,-0.039136583,-0.114035594,-0.136883104,-0.139220004,-0.171771609,-0.201458936,-0.232679337,-0.28326061,-0.259764908,-0.229379183,-0.284751377,-0.286433268,-0.221439379,-0.198878843,-0.155716485,-0.154915158,-0.175097367,-0.154908814,-0.226013876,-0.283360436,-0.516437607,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.126786952,-0.057455644,1
Iceland,ISL,Population growth (annual %),SP.POP.GROW,1,1.948719743,1.853365244,1.77978836,1.777772399,1.732678311,1.693452457,1.613441336,1.36770413,0.929223669,0.524268808,0.808703279,1.463775579,1.509090126,1.352920811,1.27890789,0.992857359,0.744426487,0.780538211,0.978479646,1.058896411,1.140583261,1.336610409,1.32404443,1.06362548,0.787667614,0.732588891,1.095629101,1.566217581,1.238396064,0.777662199,1.15914942,1.256632077,1.016811928,0.866835947,0.542467998,0.539913017,0.819197091,1.070859043,1.209238786,1.369192833,1.329295255,0.892596377,0.69249762,0.877936158,1.582891978,2.34742243,2.530085489,1.859572171,0.341241979,-0.143903,0.305468368,0.532100735,0.9458859,1.112504755,1.041940387,1.388081496,2.345582676,2.678142769,2.406724253,1
India,IND,Population growth (annual %),SP.POP.GROW,1,1.99843774,2.031905454,2.056911684,2.071542291,2.080132863,2.083470803,2.091093794,2.113035337,2.153541594,2.204540007,2.257900619,2.301189898,2.327407347,2.331907575,2.321759164,2.304664538,2.291300827,2.286777711,2.294895757,2.309522066,2.323757166,2.328680217,2.320387549,2.295805371,2.259852793,2.220963073,2.183884504,2.14675799,2.11086641,2.076088739,2.039729635,2.003177618,1.97063456,1.943244886,1.918940549,1.89521886,1.869172711,1.839658073,1.80556042,1.768125412,1.728767638,1.689562681,1.651490906,1.61530759,1.57971029,1.545696178,1.50922207,1.46489008,1.4105823,1.350339045,1.28857558,1.231622928,1.18301607,1.145623988,1.116633091,1.08988008,1.062597394,1.03732336,1.015106028,1
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1,2.63983066,2.650495524,2.663060463,2.680611981,2.699322672,2.713856592,2.719427902,2.715670418,2.701406162,2.679120008,2.653632242,2.626524682,2.59570231,2.561541923,2.525108132,2.483591063,2.441542881,2.406502999,2.380814594,2.35927937,2.339623453,2.311774413,2.266511265,2.199614538,2.118941499,2.035028946,1.957545967,1.888369897,1.830930175,1.782055536,1.736904282,1.690942833,1.643704881,1.593867908,1.543735254,1.49534171,1.4527283,1.418767471,1.395291578,1.379909528,1.368094549,1.357351258,1.348842378,1.341877472,1.33630105,1.329580868,1.32383679,1.323330908,1.329218178,1.337774157,1.347997889,1.351892192,1.340921601,1.310876905,1.267465577,1.219765616,1.175102592,1.133769861,1.100584587,1
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,1,2.584027817,2.594749806,2.605163423,2.615804961,2.626935891,2.647485512,2.670090152,2.679760192,2.673102513,2.661699784,2.656852977,2.674511208,2.723672228,2.80998996,2.924436339,3.021995233,3.119980822,3.272471238,3.487697442,3.724657007,3.931151749,4.06866756,4.135034605,4.121246812,4.0393241,3.961018121,3.850051007,3.613150712,3.234204149,2.777836171,2.302375559,1.891421037,1.592204252,1.440999844,1.396445068,1.377543426,1.341619,1.314685246,1.287625951,1.261323234,1.250400578,1.249787567,1.237968733,1.208619811,1.169424021,1.129472295,1.101862154,1.093200579,1.108950735,1.142144939,1.175824658,1.205151389,1.239418332,1.278126816,1.316350598,1.356248244,1.385380473,1.386479705,1.352226023,1
