Country Name,Country Code,Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Jordan,JOR,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7453.394366,7196.587698,8073.555334,7997.306955,7998.583553,8163.05065,8079.87239,8147.981663,8229.937045,8362.05502,8562.646254,8849.922837,9185.488584,9362.537423,9898.318856,10360.48975,10776.75152,11166.30199,11423.82589,11460.76394,11130.98373,10820.5015,10520.15687,10272.38221,10115.98415,9970.590308,9867.022203,9841.169557,9853.927213,9906.053765,..
Jordan,JOR,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,105,5,5,7,14,56,114,183,239,440,511,707,720,897,970,915,773,1280,1149,1158,1778,1592,1778,1883,2111,2250,2244,2363,1622,1711,1836,1919,2119,2426,2384,..
Jordan,JOR,Population growth (annual %),..,4.288446361,3.695789962,3.839139686,4.849571343,6.259234614,7.661977432,8.465631385,8.421662039,7.526346439,6.225594794,4.978162822,4.048786507,3.366740437,2.997714214,2.856503844,2.734270536,2.611766746,2.652450813,2.870845342,3.199210184,3.5880155,3.924892461,4.122077064,4.14474902,4.067259729,3.897136267,3.790764583,3.906416747,4.2907544,4.78353187,5.313719152,5.614585994,5.475797133,4.850139718,3.967183054,3.090048062,2.414943174,1.949182856,1.760055747,1.787101363,1.834569219,1.901746964,2.167663534,2.655147125,3.268279206,3.843317915,4.307743286,4.702766143,5.009055408,5.204766722,5.382885713,5.431586568,5.172912275,4.583580445,3.811240004,3.028091537,2.356016488,1.792156922,1.452664319,..
Jordan,JOR,"Population ages 0-14, total",406262,427435,446300,466345,492723,529143,577546,632704,690882,745771,792046,840338,882333,918406,949781,977950,1022364,1059640,1092917,1126859,1164720,1196982,1236675,1280745,1324681,1366699,1415926,1460892,1507493,1563485,1632101,1678130,1736408,1796416,1844259,1872302,1925888,1961995,1985953,2006450,2029214,2050677,2074377,2104288,2145882,2204963,2282744,2372913,2476616,2593463,2721449,2859933,3002043,3137953,3252779,3333811,3387133,3411584,3409485,3390355,..
Jordan,JOR,"Population, total",933102,973988,1010658,1050213,1102399,1173606,1267062,1378998,1500163,1617428,1721323,1809182,1883935,1948442,2007735,2065913,2123180,2179363,2237943,2303122,2377995,2464867,2563534,2671413,2784463,2900049,3015299,3131796,3256558,3399330,3565890,3760496,3977672,4201555,4410359,4588843,4732854,4848541,4943975,5031762,5122493,5217336,5317506,5434030,5580244,5765635,5991540,6255280,6556478,6893260,7261539,7663131,8090872,8520420,8920049,9266575,9551467,9779173,9956011,10101694,..
Kazakhstan,KAZ,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.92709,1658.030785,2068.124118,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.223175,9070.488253,11634.0019,12386.7,13890.63177,12807.26069,10510.77189,7714.841844,9247.581331,9812.601405,9731.145207,..
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13475.6399,11918.59137,11294.73658,10323.87012,9154.928193,8552.785645,8726.725019,9016.416013,8999.104219,9330.532288,10275.76187,11682.84179,12827.23108,13973.07868,15208.43924,16536.01541,18112.77988,19500.47894,19900.05629,19614.73532,20751.25724,21970.08525,22702.58019,23720.81746,24355.75612,24290.41763,24210.86296,24862.96612,25544.27977,26351.43864,..
Kazakhstan,KAZ,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,137,40163,40772,20458,9059,2537,2803,6317,6563,6124,4321,7374,5232,4825,3741,3631,3497,3567,2114,2219,2263,2366,2406,2520,2757,..
Kazakhstan,KAZ,Population growth (annual %),..,4.091001062,3.862011236,3.569744942,3.212921749,2.826909945,2.424688679,2.065072345,1.805983973,1.67624409,1.635975436,1.628820408,1.600471503,1.540525448,1.430283459,1.291204919,1.145839969,1.032349868,0.972495964,0.982614929,1.039714547,1.093834139,1.124610704,1.151599726,1.170062988,1.169719704,1.186188718,1.171011196,1.034276186,0.268047162,0.604342663,0.625030618,-0.069353244,-0.66327745,-1.450853619,-1.752259011,-1.514558064,-1.579964178,-1.726094321,-0.952509234,-0.300549816,-0.170069526,0.004125545,0.336402206,0.694922853,0.888891382,1.057664776,1.143857766,1.21836561,2.637004543,1.413271477,1.431506409,1.408676972,1.439445441,1.472676743,1.461484685,1.42204614,1.360381269,1.31477741,1.290742218,..
Kazakhstan,KAZ,"Population ages 0-14, total",3602350,3840760,4071021,4282967,4466273,4612164,4735567,4812462,4852839,4876364,4896375,4881654,4884908,4894569,4889867,4861477,4851541,4820253,4785556,4772669,4791242,4802656,4839493,4895838,4957067,5013058,5058732,5105437,5144870,5139292,5138138,5150967,5097645,4994961,4850211,4697097,4548763,4411509,4276407,4174084,4096602,3979115,3874879,3792626,3738283,3708587,3712883,3728343,3755821,3852533,3926224,4041472,4173721,4328826,4502569,4683614,4859112,5035220,5201592,5347054,..
Kazakhstan,KAZ,"Population, total",9934563,10349414,10756928,11147859,11511847,11841920,12132559,12385710,12611426,12824606,13036139,13250213,13463985,13673007,13869975,14050226,14212145,14359624,14499952,14643133,14796174,14958908,15128087,15303309,15483419,15665595,15852525,16039251,16206002,16249500,16348000,16450500,16439095,16330419,16095199,15815626,15577894,15333703,15071300,14928426,14883626,14858335,14858948,14909018,15012985,15147029,15308084,15484192,15674000,16092822,16321872,16557201,16792089,17035550,17288285,17542806,17794055,18037776,18276498.5,18513930,..
Kenya,KEN,GDP per capita (current US$),97.44552502,94.65125879,100.3943906,103.7787094,108.2936884,104.711564,118.2080184,120.9876974,128.3974447,133.6653704,141.8804934,151.8299327,173.4947604,198.5701733,227.3634428,240.0830336,246.486774,307.0163691,348.806605,394.6372562,442.5429829,401.6960422,362.6218506,324.3964841,323.3734316,308.6486251,351.0294899,372.7798512,377.1555059,361.1546293,361.3281889,332.4189598,324.1374038,220.0697268,265.2322565,325.7789408,421.3392708,445.8772703,465.909801,414.6793898,397.4826588,395.3295318,389.542711,429.7878437,451.6687159,511.6164222,685.9545322,825.6665976,902.0700258,905.1317861,951.6879611,971.633329,1136.871406,1210.388014,1315.804535,1336.883349,1410.527568,1572.335496,1707.986805,1816.546916,..
Kenya,KEN,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3209.91251,3150.237118,3025.797223,2942.363084,2928.586454,2967.578483,3001.868904,2931.409874,2944.299056,2930.014592,2867.746708,2896.05207,2833.969104,2839.09474,2903.91634,2992.340942,3099.35316,3221.253139,3140.61315,3156.437297,3329.854386,3439.344814,3501.794383,3611.827957,3709.159076,3824.759543,3952.745641,4046.208425,4203.802282,4329.87139,..
Kenya,KEN,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90,..,1200,80,80,..,..,..,..,..,..,..,..,..,..,7,31,61,83,8772,9320,9390,9563,6037,6131,2367,2551,3089,3159,3842,4638,5356,7544,9682,9609,8585,8731,8946,8580,8546,7902,7526,7567,7480,8018,..
Kenya,KEN,Population growth (annual %),..,3.123293002,3.164077574,3.203592757,3.241732926,3.279590178,3.315517272,3.354127563,3.400816708,3.457418164,3.518441317,3.577735315,3.630206192,3.675456991,3.712097198,3.741563968,3.761304921,3.777195919,3.796723201,3.822025263,3.846021237,3.863433139,3.865113846,3.846046501,3.803939055,3.745275168,3.681816211,3.616906244,3.544875746,3.466469729,3.384345997,3.304696282,3.22760537,3.148732286,3.06803937,2.989260583,2.914286538,2.848934797,2.798516498,2.765553396,2.745984467,2.728033491,2.712391179,2.709600176,2.720796213,2.739229463,2.757906955,2.768559996,2.767253963,2.750846669,2.722585637,2.693732572,2.66270486,2.618524437,2.55944065,2.491936871,2.421143197,2.356812573,2.305948675,2.27190164,..
Kenya,KEN,"Population ages 0-14, total",3775910,3944836,4113762,4282089,4449472,4616390,4799105,4979249,5160687,5349055,5548018,5768987,6000313,6241767,6491657,6749156,7030185,7314760,7605942,7908030,8223004,8559211,8905659,9258294,9610454,9957291,10320803,10673645,11014719,11341658,11651344,11958200,12237572,12495816,12745170,12994222,13270204,13569784,13879859,14180136,14463358,14813395,15126145,15426795,15753580,16124832,16514574,16949402,17407861,17851717,18258693,18652462,18998181,19303031,19582364,19842336,20063096,20264371,20445253,20605514,..
Kenya,KEN,"Population, total",8120080,8377696,8647011,8928511,9222692,9530173,9851444,10187478,10539894,10910675,11301394,11713048,12146068,12600797,13077341,13575907,14096263,14638890,15205374,15797776,16417197,17063876,17736326,18431761,19146400,19877083,20622560,21382112,22153676,22935092,23724579,24521703,25326078,26136216,26950513,27768296,28589451,29415659,30250488,31098757,31964557,32848564,33751739,34678779,35635271,36624895,37649033,38705932,39791981,40901792,42030676,43178257,44343410,45519889,46699981,47878336,49051686,50221473,51393010,52573973,..
Kiribati,KIR,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,279.4721422,293.9329065,358.782246,592.1359723,1576.153983,999.4160647,735.0979454,682.6167895,784.6510869,729.0358604,652.865121,688.3036078,666.3502247,612.9272486,657.3721885,502.0652706,489.81851,499.7730531,621.9818958,580.3525842,549.8555066,644.7808349,638.4981856,619.6791252,715.1764427,724.8565826,843.0018731,842.2497361,801.1040397,831.9946255,796.8881748,735.0262947,826.9452801,1015.724172,1131.140005,1214.556667,1168.448531,1374.452153,1428.120516,1311.999002,1516.811869,1735.018358,1788.505421,1715.765331,1642.762597,1542.57525,1584.807446,1640.500104,1698.256286,1655.078839,..
Kiribati,KIR,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2138.669316,2101.173241,2089.15685,2080.883085,2090.421663,2062.100394,2065.689697,2066.489573,2165.034336,2095.346082,2188.741126,2120.053941,2163.654587,2169.052379,2094.478285,2154.713441,2107.584594,2101.816674,2011.309202,1983.884722,1927.420002,1924.479658,1984.07873,2038.572485,1996.569839,2173.739175,2252.99478,2240.544687,2258.950212,2275.171299,..
Kiribati,KIR,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,31,31,39,36,36,31,31,31,34,21,5,..,..,..,..,..,..
Kiribati,KIR,Population growth (annual %),..,2.462038995,2.460655081,2.412835754,2.36479812,2.243418563,2.141500714,2.051172058,1.935016399,1.814764248,1.743324437,1.607698666,1.527330186,1.453948666,1.445995942,1.427199022,1.458985876,1.490869585,1.493269691,1.452484637,1.426630402,1.34502258,1.294329217,1.379894673,1.624432195,1.960135352,2.346216618,2.626080266,2.700825026,2.52117797,2.159899117,1.768794574,1.446899105,1.262626256,1.252099883,1.36407263,1.506802608,1.614215703,1.692849388,1.721330063,1.701680563,1.706993194,1.681779592,1.737298151,1.855808443,1.997615982,2.162211648,2.288568473,2.288002803,2.172441727,1.959279184,1.734651379,1.555706939,1.41886073,1.381643013,1.397075206,1.426716047,1.441692152,1.468690124,1.506969958,..
Kiribati,KIR,"Population ages 0-14, total",18624,19300,19918,20476,20983,21442,21896,22276,22575,22791,22922,22971,22963,22912,22848,22792,22789,22882,23046,23226,23397,23802,24065,24267,24573,25102,25633,26458,27454,28411,29180,29992,30609,31075,31503,31967,32365,32809,33238,33556,33741,33999,33950,33774,33761,34087,34151,34855,35860,36700,37158,37915,38181,38190,38340,38832,39284,40122,41172,42148,..
Kiribati,KIR,"Population, total",41202,42229,43281,44338,45399,46429,47434,48417,49363,50267,51151,51980,52780,53553,54333,55114,55924,56764,57618,58461,59301,60104,60887,61733,62744,63986,65505,67248,69089,70853,72400,73692,74766,75716,76670,77723,78903,80187,81556,82972,84396,85849,87305,88835,90499,92325,94343,96527,98761,100930,102927,104728,106370,107890,109391,110930,112524,114158,115847,117606,..
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,5,10,15,17,256,306,344,287,394,602,881,878,915,1046,1126,1163,1275,1094,1419,1176,797,758,..
"Korea, Dem. People’s Rep.",PRK,Population growth (annual %),..,2.091209982,1.751451591,1.618906084,1.782140208,2.135454468,2.498343516,2.742772568,2.886889829,2.899206295,2.815461107,2.732011662,2.653626246,2.503805824,2.274449743,2.002510967,1.705861554,1.45023471,1.297790365,1.282776268,1.362677083,1.471987927,1.551993091,1.595603693,1.58277656,1.532563259,1.470062533,1.426298826,1.412056259,1.437894096,1.485868521,1.545649193,1.580207256,1.556452281,1.457169563,1.309020353,1.142183155,0.998143103,0.898053416,0.860339269,0.865491998,0.885354906,0.888588547,0.865896472,0.805099507,0.719764499,0.628442622,0.553310536,0.502330274,0.485034513,0.492046502,0.506069264,0.514319797,0.518158546,0.513332499,0.501900028,0.490819484,0.481855372,0.47012429,0.454319922,..
"Korea, Dem. People’s Rep.",PRK,"Population ages 0-14, total",4310659,4478292,4492967,4439361,4454425,4609499,4713927,5012341,5409961,5759921,5993902,6259468,6381886,6408728,6423959,6465840,6462374,6465702,6467915,6448375,6402338,6285339,6203397,6131369,6037919,5911808,5871771,5756553,5614668,5519259,5504750,5493985,5573739,5706812,5825152,5891892,5967670,5989508,5973021,5952727,5947414,5937580,5942685,5952054,5944792,5909744,5872977,5805191,5717820,5631285,5557451,5473904,5413207,5366908,5320529,5268135,5239075,5201150,5161603,5131508,..
"Korea, Dem. People’s Rep.",PRK,"Population, total",11424176,11665595,11871712,12065468,12282419,12547525,12864954,13222694,13609982,14010339,14410400,14809521,15207771,15593351,15952078,16274740,16554746,16796578,17015983,17235666,17472140,17731230,18008564,18298214,18590138,18877238,19156795,19431986,19708323,19993755,20293054,20609150,20937404,21265834,21577982,21862299,22113438,22335267,22536753,22731482,22929075,23132980,23339453,23542426,23732731,23904167,24054864,24188331,24310142,24428341,24548836,24673385,24800612,24929452,25057752,25183833,25307744,25429985,25549819,25666161,..
"Korea, Rep.",KOR,GDP per capita (current US$),158.2493033,93.82864905,106.1485057,146.3143419,123.6034948,108.7221312,133.4748485,161.159931,198.431298,243.4224129,279.3049689,301.1765677,324.1962768,406.8988301,563.3559578,617.4560619,834.134208,1055.880041,1405.822374,1783.622313,1715.42946,1883.451279,1992.528225,2198.934472,2413.263925,2482.399956,2834.903848,3554.595206,4748.629608,5817.029181,6610.036508,7636.982429,8126.67039,8884.928319,10385.33617,12564.77813,13403.04959,12398.48003,8281.699982,10672.41793,12256.99357,11561.24837,13165.06574,14672.85747,16496.12009,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23087.22564,25096.26388,25466.76052,27182.73431,29249.57522,28732.23108,29288.87044,31616.8434,33340.26515,31761.97769,..
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12669.88414,13897.21568,14606.08231,15452.83861,16716.07172,18139.80513,19385.57883,20389.68004,19204.66862,21255.23762,22988.11118,23919.36103,25618.67212,26288.35441,27545.27586,28671.22899,30022.48327,31603.57567,32309.52125,32398.45934,34431.14512,35426.69138,36087.61156,37060.58805,38007.93803,38870.12127,39857.0899,41001.06689,41894.10563,42661.17226,..
"Korea, Rep.",KOR,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,17,29,40,50,63,72,69,83,244,236,269,266,1333,1183,1099,567,578,508,555,495,478,346,243,239,274,180,..
"Korea, Rep.",KOR,Population growth (annual %),..,2.967243973,2.859320812,2.784820053,2.615394635,2.542150951,2.514387432,2.335013693,2.320351091,2.263434039,2.184173947,1.971323658,1.87599937,1.768292712,1.71270542,1.682000055,1.596558594,1.559039386,1.519196719,1.516874868,1.558462678,1.560203992,1.545468533,1.474218821,1.234018311,0.984565597,0.994723868,0.985133112,0.979189224,0.989093268,0.985130494,0.989785982,1.039161356,1.015821437,1.006157245,1.006200855,0.952779422,0.937713809,0.721865018,0.710794593,0.836180864,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.52519994,0.505234033,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.47533441,0.198353208,..
"Korea, Rep.",KOR,"Population ages 0-14, total",10815062,11252127,11607404,11906855,12179850,12457325,12692945,12933585,13174919,13371097,13500408,13572546,13594704,13572146,13523783,13456908,13389560,13272232,13129767,13001897,12910900,12770163,12687592,12621241,12489145,12260287,12075875,11782514,11432892,11123078,10904922,10642790,10543055,10531595,10496633,10384495,10379342,10238121,10004763,9803319,9690554,9526930,9423711,9355239,9249519,9071871,8878924,8666459,8453952,8213199,7979006,7798029,7589308,7378906,7197695,7030737,6913344,6792869,6695095,6591071,..
"Korea, Rep.",KOR,"Population, total",25012374,25765673,26513030,27261747,27984155,28704674,29435571,30130983,30838302,31544266,32240827,32882704,33505406,34103149,34692266,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51606633,51709098,..
Kosovo,XKX,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1087.762401,1490.361033,1413.532587,1638.104739,2086.537325,2147.464271,2237.126598,2685.986222,3254.820269,3209.694109,3286.557443,3741.875052,3596.804655,3891.266363,4080.330717,3603.025501,3780.003689,4045.614209,4419.914327,4417.50994,..
Kosovo,XKX,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4715.502918,5983.39713,5937.421902,6288.218191,6448.098635,6832.485731,7083.034691,7538.314226,7949.560409,8169.495125,8372.376021,8663.941526,8828.032651,9076.37346,9214.396046,9723.561941,10179.96963,10530.48166,10895.28585,11367.74599,..
Kosovo,XKX,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Population growth (annual %),..,1.986474103,2.857337244,2.777956411,2.702867239,2.631730832,2.564243061,2.588274783,2.43702226,2.379041684,2.323756013,2.27098162,2.455568926,2.320289708,2.342381367,2.21574796,2.239169031,2.120220765,2.076199145,2.101060006,1.992097749,2.017640848,1.914544758,2.00257005,2.023988135,2.102811036,2.059502036,2.075002402,2.144551714,1.990115432,1.897590146,1.914952133,1.77550356,1.693650953,1.615380911,1.589700641,1.46773672,1.302792853,-5.924733485,-10.95514942,-3.582127645,0.067859323,0.067930793,0.067884679,0.067838626,0.067909885,0.803200286,0.803261833,0.803213478,0.803171845,0.803248961,0.859067492,0.895254757,0.607467947,-0.294473631,-1.364932338,-0.596734074,0.753584843,0.339010962,-0.157991508,..
Kosovo,XKX,"Population ages 0-14, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Population, total",947000,966000,994000,1022000,1050000,1078000,1106000,1135000,1163000,1191000,1219000,1247000,1278000,1308000,1339000,1369000,1400000,1430000,1460000,1491000,1521000,1552000,1582000,1614000,1647000,1682000,1717000,1753000,1791000,1827000,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1807106,1818117,1812771,1788196,1777557,1791003,1797085,1794248,..
Kuwait,KWT,GDP per capita (current US$),..,..,..,..,..,4443.405272,4571.181955,4230.847778,4207.811316,4019.763075,3860.547892,4858.710663,5224.929421,5971.825292,13521.70951,11768.52589,12093.32405,12253.76032,12663.44797,19092.95757,20924.25788,17408.55451,14312.37312,13233.89841,13132.76511,12356.90714,9771.098609,11535.21619,10169.00586,11617.15642,8794.631229,5419.590831,..,..,..,16932.1483,19358.38244,17748.8598,14166.1796,15435.17859,18440.37852,16587.17767,17846.32606,22148.37815,27011.72765,35591.00578,42781.3665,45782.27656,55494.95099,37561.67267,38577.49828,48631.6913,51979.10517,49388.13741,44062.31704,29869.52939,27653.06677,29759.43649,33994.38192,32031.9801,..
Kuwait,KWT,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63724.83042,63284.62208,61687.51531,59725.75446,55035.06525,54984.85448,53578.49529,54322.72532,63008.51543,68233.93027,73155.51756,75224.31806,75581.01051,73022.86335,63886.04738,58810.3002,60887.45937,61416.85078,58995.36527,56647.3059,54834.25119,54708.70268,50855.49996,50478.5941,49846.14407,..
Kuwait,KWT,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46,49,77,91,758,764,854,824,827,988,688,696,705,615,391,374,610,741,847,936,986,1112,1189,971,974,1076,1013,1097,1251,1300,..
Kuwait,KWT,Population growth (annual %),..,11.08814533,11.54144047,11.57507572,11.26270645,10.75645121,10.2841441,9.822764157,9.218439686,8.489993984,7.743489911,7.026709458,6.457514514,6.114842469,6.013898173,6.046742378,6.088573905,6.049953028,5.930617019,5.716617482,5.449948385,5.033384248,4.637040843,4.495518535,4.657345393,4.908785599,5.441213991,5.654797784,4.83001024,2.8066346,0.122584821,-3.104372738,..,..,..,..,1.296496276,4.999313436,6.828418848,6.37407398,4.678993919,2.80410475,1.590259062,1.145914378,1.782025545,3.118608063,4.457107085,5.345891786,5.892757909,6.028276352,5.879590562,5.721612386,5.549848598,5.165281556,4.561072439,3.844209076,3.113104246,2.476710196,1.982462733,1.672323183,..
Kuwait,KWT,"Population ages 0-14, total",92587,106173,122104,140492,160772,182542,209269,237072,266237,296440,326742,353319,380196,407446,434590,461163,481430,499652,516411,533270,551432,567525,585766,606844,629636,652665,687142,718492,741084,747327,731331,684337,..,..,..,493368,490069,505730,533742,561981,580356,588259,585848,579320,578374,589683,597091,614410,639864,668015,694627,726964,754778,777760,797208,813313,842701,868916,891131,907461,..
Kuwait,KWT,"Population, total",269029,300576,337348,378746,423898,472037,523166,577164,632899,688979,744450,798642,851916,905635,961770,1021720,1085861,1153583,1224067,1296081,1368677,1439331,1507645,1576968,1652150,1735274,1832310,1938909,2034857,2092777,2095344,2031296,..,..,..,1605901,1626857,1710256,1831119,1951636,2045123,2103282,2136997,2161626,2200492,2270198,2373672,2504019,2656009,2821045,2991884,3168060,3348853,3526376,3690941,3835591,3956875,4056099,4137312,4207083,..
Kyrgyz Republic,KGZ,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,609.1728912,575.6439745,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.0492288,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.55213,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1120.666513,1242.769643,1308.140165,1309.392992,..
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5158.317569,4671.522849,3978.909913,3362.829,2688.351778,2517.28445,2656.01772,2877.098569,2893.417534,2954.954123,3078.909251,3212.133546,3182.232894,3370.430199,3563.875362,3517.720509,3588.089918,3857.653908,4142.211454,4210.626347,4141.077205,4334.660788,4259.318203,4631.403267,4722.086003,4805.141092,4912.382483,5046.691535,5133.151914,5253.097478,..
Kyrgyz Republic,KGZ,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,20,17118,16321,7450,4003,747,687,2952,3142,3286,3127,2493,2257,2526,2611,2748,3163,3490,2299,2449,2498,2571,2771,2934,2963,..
Kyrgyz Republic,KGZ,Population growth (annual %),..,3.776249233,3.3777425,3.383440848,3.324812257,3.078015946,3.136852074,3.012208894,2.945413469,2.678215772,2.223945997,2.086264695,2.157026598,2.101967808,2.19837318,2.102497532,1.993721223,1.92262579,1.829019298,1.84403799,1.824471061,1.873206267,1.974517144,2.079679038,2.014330426,1.869355155,1.891626258,1.90236035,1.764962711,2.090178019,1.924484883,1.635307708,1.153816119,0.028786218,-0.035430369,0.998300396,1.480089704,1.458502175,1.534038154,1.486072263,1.191125924,0.948856614,0.917899317,1.048444924,1.210105425,1.127864459,1.075051294,0.953586964,0.950220145,1.207265644,1.192864429,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.99032207,2.098717844,..
