Country Name,Country Code,Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,GDP per capita (current US$),59.77319384,59.86087388,58.45801495,78.70638754,82.09523071,101.1083049,137.5943521,160.8985889,129.1083231,129.3297129,156.5189394,159.5675785,135.3173083,143.1446495,173.6537646,186.5108971,197.4455076,224.2247973,247.3541063,275.7381976,272.6552857,264.1113175,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,179.426611,190.6838143,211.3821169,242.0312849,263.7336917,359.6932375,364.6607448,438.0760344,543.3030419,591.162759,641.8714792,637.1655232,613.8566892,578.4663529,547.2281102,556.3020024,524.1628809,502.1154869,..
Afghanistan,AFG,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1272.900914,1322.141328,1284.127338,1376.686376,1407.708041,1562.876516,1587.79207,1881.777626,2093.743565,2037.608607,2220.481526,2264.317575,2249.253738,2212.750899,2200.764487,2202.570851,2190.240321,2202.278489,..
Afghanistan,AFG,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,500000,1734921,3879984,4488214,4712735,4417651,4653193,5094283,5511740,5622982,5643989,6339095,6306301,4552153,3374575,2731166,2679132,2674234,2676675,2667118,2601690,3587327,3809763,2510294,2136039,2414460,2166139,2107510,3057655,2833116,2887114,3054699,2664423,2586132,2556483,2596259,2666294,2501447,2624265,2681267,2728853,..
Afghanistan,AFG,Population growth (annual %),..,1.898475653,1.965750511,2.029893385,2.090247673,2.147566577,2.171008785,2.188107747,2.254572124,2.3847205,2.536599489,2.665192329,2.714522752,2.659115951,2.47943603,2.200780319,1.98142011,1.747838882,1.281616595,0.522259984,-0.407546009,-1.393544249,-2.219656411,-2.712947662,-2.695480494,-2.20436802,-1.706772001,-1.128040913,0.116016612,2.136354595,4.476896508,6.900156175,8.546120196,8.790888641,7.659777033,5.884256812,4.019468195,2.636538892,1.94731853,2.17043897,2.975052846,3.902805701,4.496719561,4.668361494,4.321539296,3.682731797,2.990478094,2.493842299,2.268277145,2.397020991,2.74657628,3.143125903,3.407586974,3.494589049,3.355581661,3.077083595,2.778317409,2.548346644,2.3847611,2.311817217,..
Afghanistan,AFG,"Population ages 0-14, total",3791401,3892776,3987207,4079606,4176101,4279406,4408352,4537722,4670217,4808162,4952744,5126253,5298647,5465752,5620543,5754598,5905310,6041235,6145529,6193726,6168003,6120203,6018777,5887420,5762960,5679718,5602623,5545197,5553637,5688390,5996165,6412435,6972008,7605925,8199804,8660288,9063141,9356593,9583634,9828706,10160020,10549107,10994236,11464836,11906922,12278045,12685152,13042467,13369664,13700614,14061036,14366485,14673817,14968788,15230627,15443806,15664859,15855184,16017646,16157197,..
Afghanistan,AFG,"Population, total",8996973,9169410,9351441,9543205,9744781,9956320,10174836,10399926,10637063,10893776,11173642,11475445,11791215,12108963,12412950,12689160,12943093,13171306,13341198,13411056,13356511,13171673,12882528,12537730,12204292,11938208,11736179,11604534,11618005,11868877,12412308,13299017,14485546,15816603,17075727,18110657,18853437,19357126,19737765,20170844,20779953,21606988,22600770,23680871,24726684,25654277,26433049,27100536,27722276,28394813,29185507,30117413,31161376,32269589,33370794,34413603,35383128,36296400,37172386,38041754,..
Albania,ALB,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,639.4847358,639.8659094,693.8734746,674.7933831,652.7743214,697.9955966,617.2304355,336.5869945,200.8522198,367.2792251,586.4163396,750.6044492,1009.977668,717.3805674,813.7902636,1033.241693,1126.683318,1281.659393,1425.124849,1846.118813,2373.579844,2673.787283,2972.743265,3595.037163,4370.540127,4114.140114,4094.350334,4437.142885,4247.629984,4413.060861,4578.631994,3952.801215,4124.055726,4531.020806,5284.380184,5352.857411,..
Albania,ALB,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4927.877412,3569.418275,3333.031722,3673.999179,4003.548149,4565.025596,5011.493311,4492.247228,4919.781251,5589.223583,6015.897444,6576.045113,6895.241222,7303.827715,7738.542836,8208.380023,8747.69781,9341.135207,10119.06831,10528.7781,10973.41238,11283.03356,11461.8873,11597.96327,11828.23226,12125.93148,12547.92808,13037.01002,13601.30338,13961.7966,..
Albania,ALB,Refugee population by country or territory of origin,..,..,..,..,100,4860,4860,4260,4120,4290,4310,390,2300,2090,380,380,..,2000,1980,1610,1681,1680,1645,1610,1576,1587,90,129,358,367,1822,3542,4355,4747,5021,5804,5784,5381,5353,6286,6801,7627,10758,10382,10474,12718,14079,15335,15007,15707,14771,13552,12569,10104,10156,10404,11060,12168,13512,15027,..
Albania,ALB,Population growth (annual %),..,3.120855371,3.056730503,2.953748762,2.880686426,2.754021238,2.63456388,2.630190345,2.84251071,2.896083388,2.550851178,2.422972017,2.494973107,2.362552224,2.297214176,2.30115381,2.208235255,2.213252179,2.075741895,1.98945702,2.047963861,2.002974306,2.113271783,2.120885334,2.103936618,2.055994609,1.933220811,1.997039956,1.886710529,2.687861989,1.799085593,-0.602809679,-0.606434726,-0.610165793,-0.613880507,-0.617703658,-0.621511399,-0.625430097,-0.629334393,-0.633352274,-0.637356834,-0.938470428,-0.299876697,-0.374149169,-0.417931378,-0.511790116,-0.630911245,-0.755718755,-0.767342959,-0.673894046,-0.496461963,-0.269017332,-0.16515104,-0.183211385,-0.207047,-0.291205787,-0.159880412,-0.091972294,-0.246732042,-0.426007367,..
Albania,ALB,"Population ages 0-14, total",646025,672912,699944,726429,751660,774509,797288,817709,837976,857640,873672,887046,901357,914016,924477,932982,941877,948326,952165,955738,961426,967751,976735,987108,998122,1009417,1020875,1034400,1047555,1068374,1077154,1074586,1069575,1061867,1052793,1043751,1020696,999590,979684,959258,937016,907894,882748,855353,827057,798071,765255,734104,704868,678030,654121,623783,597500,574857,555294,537791,528734,518036,506571,496617,..
Albania,ALB,"Population, total",1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,..
Algeria,DZA,GDP per capita (current US$),..,..,172.2459978,226.8999888,238.048532,249.8834861,235.5981118,253.9236508,281.925745,302.7523067,336.2248556,341.3889873,442.3518782,554.7551249,817.9883085,936.7900258,1037.607038,1192.743888,1456.419396,1782.697981,2202.997365,2237.086325,2210.301928,2312.655619,2467.346422,2582.879589,2757.130524,2807.330297,2417.376683,2215.847558,2408.688815,1731.611274,1776.036674,1807.328548,1507.865318,1452.269445,1603.937921,1619.806224,1596.003714,1588.347503,1764.97383,1740.642423,1781.837365,2103.413058,2609.945608,3113.101094,3478.654871,3950.519369,4923.629265,3883.261271,4480.799271,5455.853529,5592.257099,5499.581487,5493.02559,4177.892515,3946.443977,4044.2766,4114.715061,3948.343279,..
Algeria,DZA,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8607.115181,8297.161445,8250.304669,7899.584722,7668.038944,7808.855605,7987.744589,7946.213669,8227.060777,8370.928758,8571.789733,8714.052258,9085.452015,9616.124942,9898.31049,10337.62494,10359.83214,10547.16374,10625.01986,10610.7114,10796.05681,10901.88027,11054.70247,11138.90337,11329.42869,11510.75374,11637.89783,11550.55546,11479.49837,11349.70057,..
Algeria,DZA,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,..,..,5,5,18,55,69,84,20744,1522,2245,3409,5717,7140,8015,8399,12088,11651,10650,12024,8338,10599,9044,8168,6665,6098,5657,3643,3509,3470,3705,4021,4186,4514,..
Algeria,DZA,Population growth (annual %),..,2.487164805,2.469954258,2.490075487,2.55973106,2.658016629,2.763975303,2.845359165,2.884959274,2.872223556,2.827454745,2.776615895,2.743966224,2.734959018,2.757336353,2.80071884,2.838090297,2.867929863,2.911005748,2.969185724,3.030904725,3.087048009,3.121627112,3.123711958,3.087580168,3.022860941,2.946972192,2.866846022,2.775848954,2.675144743,2.566456571,2.460315893,2.350327326,2.221629372,2.070857751,1.909821478,1.753175796,1.615283298,1.500885768,1.416265671,1.358407806,1.30984253,1.275065543,1.275914635,1.317846191,1.389900523,1.471122982,1.551382583,1.636192663,1.722093224,1.805018696,1.883313834,1.951415209,2.002727839,2.033592452,2.045387243,2.051354584,2.044952503,2.00737383,1.933950191,..
Algeria,DZA,"Population ages 0-14, total",4929676,5109274,5309971,5520501,5723378,5910861,6110754,6288071,6450691,6612537,6780564,6970103,7165997,7366950,7568481,7769158,7994051,8214707,8435835,8664263,8903584,9164538,9425766,9685620,9939408,10182088,10422360,10644262,10844818,11020052,11166204,11293956,11391372,11452225,11467254,11430497,11359753,11233621,11063574,10869703,10666956,10429461,10208576,10006006,9825267,9677315,9593465,9565264,9593828,9677591,9815650,10072053,10343596,10647525,11001501,11404930,11814429,12267589,12731313,13152871,..
Algeria,DZA,"Population, total",11057863,11336339,11619828,11912803,12221675,12550885,12902627,13275026,13663583,14061722,14464985,14872250,15285990,15709825,16149025,16607707,17085801,17582904,18102266,18647815,19221665,19824301,20452902,21101875,21763575,22431502,23102389,23774284,24443467,25106190,25758869,26400479,27028326,27635515,28213774,28757785,29266405,29742979,30192754,30623406,31042235,31451514,31855109,32264157,32692163,33149724,33641002,34166972,34730608,35333881,35977455,36661444,37383887,38140132,38923687,39728025,40551404,41389198,42228429,43053054,..
American Samoa,ASM,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8700.067705,8856.547459,8578.944723,8444.9817,8391.561067,8909.449156,9792.666806,11961.25823,10271.22452,10294.30227,11568.793,11505.39371,11507.23235,11843.33118,11696.95556,10823.4448,11466.69071,..,..
American Samoa,ASM,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population growth (annual %),..,2.352471898,3.110990342,3.608865304,3.653944181,3.516675837,3.282797797,3.16260516,2.892642691,2.710254707,2.441581722,2.244118241,2.06192872,1.84859687,1.690104289,1.528999744,1.335380457,1.246467667,1.387949568,1.82531924,2.484195291,3.180517378,3.690584705,4.046503308,4.12657058,4.061747247,3.968873287,3.866494811,3.681961101,3.437952867,3.116907008,2.786751478,2.456986479,2.227687349,2.085126215,2.025606994,1.955879508,1.845947584,1.705729376,1.558005089,1.337137112,1.157215338,0.996827279,0.715107952,0.29701746,-0.199592495,-0.766842612,-1.263296561,-1.507058742,-1.417146554,-1.071293125,-0.572257861,-0.165132053,0.082600112,0.139905318,0.037633397,-0.12729377,-0.217311352,-0.279065762,-0.276230801,..
American Samoa,ASM,"Population ages 0-14, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",20123,20602,21253,22034,22854,23672,24462,25248,25989,26703,27363,27984,28567,29100,29596,30052,30456,30838,31269,31845,32646,33701,34968,36412,37946,39519,41119,42740,44343,45894,47347,48685,49896,51020,52095,53161,54211,55221,56171,57053,57821,58494,59080,59504,59681,59562,59107,58365,57492,56683,56079,55759,55667,55713,55791,55812,55741,55620,55465,55312,..
Andorra,AND,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,3238.55685,3498.173652,4217.173581,5342.16856,6319.739034,7169.101006,7152.375134,7751.370216,9129.706185,11820.84939,12377.41165,10372.23283,9610.266308,8022.654781,7728.906695,7774.393829,10361.81598,12616.16757,14304.35696,15166.43785,18878.50597,19532.54015,20547.71179,16516.47103,16234.80901,18461.06486,19017.17459,18353.05972,18894.5215,19261.7105,21854.2468,22971.53554,25066.88221,32271.9639,37969.17499,40066.25692,42675.81276,47803.69361,48718.49687,43503.18552,40852.66678,43335.32886,38686.46126,39538.76672,41303.92937,35762.52307,37474.66541,38962.88035,41793.05526,40886.39116,..
Andorra,AND,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,7,..,10,10,10,5,5,5,5,6,5,5,5,..,..,..,..,..
Andorra,AND,Population growth (annual %),..,6.941532095,6.692697087,6.559521703,6.241510694,5.998799772,5.750877566,5.500705964,5.309819699,5.198286928,5.147542716,5.150129714,5.083933949,4.862724177,4.461191336,3.935750805,3.431724988,3.08012203,2.905117997,3.153933651,3.524382541,3.896261313,4.213952619,4.384243224,4.401653418,4.339443344,4.208397815,4.081769501,4.003001862,3.915665175,3.854362309,3.88967904,3.837471871,3.476100654,2.759621289,1.854202829,0.795573965,-0.051287233,-0.288007423,0.35483105,1.572165551,2.939992206,3.942573353,4.375449193,4.098923478,3.382416554,2.659984178,2.066338175,1.414647779,0.714097792,-0.016576679,-0.834745269,-1.588729602,-2.025792158,-1.95147048,-1.529058438,-0.919469738,-0.383673623,0.006493211,0.176453843,..
Andorra,AND,"Population ages 0-14, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",13411,14375,15370,16412,17469,18549,19647,20758,21890,23058,24276,25559,26892,28232,29520,30705,31777,32771,33737,34818,36067,37500,39114,40867,42706,44600,46517,48455,50434,52448,54509,56671,58888,60971,62677,63850,64360,64327,64142,64370,65390,67341,70049,73182,76244,78867,80993,82684,83862,84463,84449,83747,82427,80774,79213,78011,77297,77001,77006,77142,..
Angola,AGO,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,710.9816481,642.383858,619.9613575,623.4405848,637.7152307,758.2375762,685.2700853,756.261853,792.3031202,890.5541365,947.7041821,865.6927296,656.361756,441.2006733,328.6732947,397.1794508,522.6438073,514.2952232,423.5936602,387.784316,556.8363181,527.3335285,872.4944916,982.9608993,1255.564045,1902.422346,2599.566464,3121.995637,4080.94141,3122.780766,3587.883798,4615.468028,5100.095808,5254.882338,5408.410496,4166.979684,3506.072885,4095.812942,3289.646664,2973.59116,..
Angola,AGO,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5758.320989,5625.254267,5125.902292,3772.060746,3701.228371,4121.668712,4531.890872,4707.630822,4771.876979,4720.088775,4707.441555,4746.142077,5218.087245,5195.552906,5568.959139,6183.261877,6652.097136,7309.990309,7830.233046,7610.310423,7692.436912,7675.448432,8036.690287,8140.531208,8239.832077,8036.414092,7568.997225,7310.901738,6933.509308,6653.907673,..
Angola,AGO,Refugee population by country or territory of origin,150000,150000,170000,175000,200000,220000,303800,356200,381360,408190,414120,419690,421500,426550,497390,501830,499190,529830,646110,652980,449030,457060,465890,298110,357821,317392,355412,391733,407566,408692,407760,381638,300494,323822,282570,246653,249686,267687,319420,353472,433756,470616,435415,329573,228842,215811,206482,186137,171374,141006,134851,128657,19253,10274,9468,11855,8388,8292,8243,8178,..
Angola,AGO,Population growth (annual %),..,1.393362766,1.383629325,1.256554783,0.97396171,0.617543973,0.184283276,-0.120652967,-0.044881753,0.546044668,1.489917047,2.521468087,3.381711085,3.898492612,3.98923282,3.81058451,3.573055855,3.432751989,3.354067837,3.374208831,3.454405933,3.523644107,3.552888506,3.567326642,3.564244036,3.547875982,3.53169623,3.514404774,3.482401589,3.434426879,3.378480754,3.324456291,3.280311952,3.246641936,3.226144493,3.21685908,3.21423426,3.217320072,3.228941421,3.249247377,3.277203555,3.301198182,3.329256674,3.37881111,3.453013829,3.537557154,3.619574559,3.68063537,3.710531322,3.703877683,3.671462401,3.634158626,3.597774308,3.551950467,3.497492744,3.438850684,3.37827278,3.322080998,3.276133875,3.242982603,..
Angola,AGO,"Population ages 0-14, total",2298276,2366959,2439522,2504084,2547459,2565874,2575121,2565318,2562022,2592515,2669037,2742528,2855319,2991116,3125224,3243456,3384409,3498629,3600282,3712148,3846099,3998006,4171948,4359406,4545140,4721216,4915383,5099945,5277940,5455522,5635397,5838644,6039557,6239211,6437826,6635638,6854777,7072949,7291638,7512794,7738636,7995677,8256395,8525294,8808626,9111254,9459740,9823510,10201776,10590937,10987155,11418718,11849944,12280860,12710366,13136045,13571356,13999863,14421718,14837597,..
Angola,AGO,"Population, total",5454933,5531472,5608539,5679458,5735044,5770570,5781214,5774243,5771652,5803254,5890365,6040777,6248552,6496962,6761380,7024000,7279509,7533735,7790707,8058067,8341289,8640446,8952950,9278096,9614754,9961997,10320111,10689250,11068050,11454777,11848386,12248901,12657366,13075049,13503747,13945206,14400719,14871570,15359601,15866869,16395473,16945753,17519417,18121479,18758145,19433602,20149901,20905363,21695634,22514281,23356246,24220661,25107931,26015780,26941779,27884381,28842484,29816748,30809762,31825295,..
Antigua and Barbuda,ATG,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1246.750329,1416.5862,1760.717634,2124.481155,2392.261075,2660.601157,2947.935536,3372.4929,3899.328728,4703.179401,5463.241276,6453.477,7076.422212,7348.212943,7601.848491,7744.274917,8136.16884,8770.751631,8406.592992,9030.975299,9492.038256,9940.191639,10260.58502,10920.84269,10370.67113,10404.43621,10789.95096,11446.63847,12547.61304,13989.71567,15607.08987,16024.34555,14113.07726,13049.25705,12746.20502,13272.44133,12909.74418,13501.58092,14286.09316,15197.61746,15383.41519,16726.98081,17790.30931,..
Antigua and Barbuda,ATG,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15459.54147,15586.93084,15497.4764,15991.80551,16697.21178,15628.37763,16303.7585,16828.60051,17258.95459,17551.34236,18395.24378,17213.10674,17148.85109,17957.21279,18742.46374,19667.90405,21839.18286,23485.94842,23101.93149,19989.09291,18205.98537,17604.4171,17965.50233,17641.54253,18104.24147,18595.0849,19417.96482,19840.07612,21115.79827,21908.4585,..
Antigua and Barbuda,ATG,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,13,13,18,24,25,27,28,32,45,50,53,56,82,99,107,117,..
Antigua and Barbuda,ATG,Population growth (annual %),..,1.59443322,1.515699972,1.530111688,1.642463656,1.817153466,2.052123643,2.189000872,2.068560045,1.632449733,0.981789342,0.280081718,-0.348665619,-0.755972704,-0.836164847,-0.707503249,-0.492635471,-0.334067092,-0.198075672,-0.135497004,-0.140529999,-0.10512272,-0.033986357,0.012948546,-0.001618477,0,-0.051805085,-0.059933103,0.087457896,0.382941031,0.835104744,1.332876478,1.727228909,2.005472286,2.146253641,2.157965307,2.165119903,2.158291239,2.097670203,1.960873657,1.781187179,1.561104092,1.392885863,1.275438464,1.297971065,1.395564086,1.50944883,1.585830631,1.618469661,1.567333688,1.467063743,1.382008785,1.286878642,1.217000042,1.136486988,1.078837937,1.021843835,0.946557003,0.89718512,0.860380481,..
Antigua and Barbuda,ATG,"Population ages 0-14, total",23267,23716,24166,24657,25205,25810,26373,27023,27707,28300,28660,28131,27503,26874,26342,25937,25227,24613,24131,23775,23491,22911,22383,21937,21577,21268,20714,20168,19715,19395,19250,19322,19482,19743,20092,20482,20692,20940,21229,21533,21811,21808,21779,21726,21664,21594,21631,21646,21622,21551,21426,21454,21391,21286,21190,21122,21181,21215,21261,21322,..
Antigua and Barbuda,ATG,"Population, total",54131,55001,55841,56702,57641,58698,59915,61241,62521,63550,64177,64357,64133,63650,63120,62675,62367,62159,62036,61952,61865,61800,61779,61787,61786,61786,61754,61717,61771,62008,62528,63367,64471,65777,67204,68670,70173,71704,73224,74674,76016,77212,78295,79300,80336,81465,82704,84026,85397,86746,88028,89253,90409,91516,92562,93566,94527,95426,96286,97118,..
Argentina,ARG,GDP per capita (current US$),..,..,1155.89017,850.3047369,1173.238213,1279.113432,1272.802978,1062.543552,1141.080481,1329.058659,1322.590804,1372.374343,1408.865208,2097.022579,2844.863648,2027.337124,1948.224686,2129.708281,2146.364483,2520.921634,2758.835212,2776.32199,2927.89756,3553.377752,2659.7086,2926.12697,3613.621709,3562.875602,3985.19121,2383.867693,4333.482973,5735.360327,6823.537616,6969.118088,7483.139682,7408.708238,7721.354543,8213.1272,8289.505729,7774.736203,7708.100996,7208.371567,2593.40415,3349.806124,4277.721351,5109.851325,5919.012037,7245.448317,9020.873098,8225.137176,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.06042,12790.24247,14591.86338,11683.94962,10006.14897,..
Argentina,ARG,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14144.88628,15221.92642,16209.46508,17312.18216,18092.17773,17362.67291,18104.85744,19347.71142,19866.41468,18981.33467,18625.45126,17610.90588,15523.17229,16714.81568,18032.76846,19426.60683,20777.83367,22424.31869,23103.65834,21520.08108,23521.47623,24647.8452,24119.07881,24424.35041,23550.30537,23934.09628,23189.73059,23562.91883,22745.90378,22033.94531,..
Argentina,ARG,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,38,1019,42,42,51,52,47,46,103,332,196,111,97,467,330,218,157,140,585,608,660,764,777,789,850,888,1164,1039,604,553,506,435,381,311,186,120,121,112,99,..
Argentina,ARG,Population growth (annual %),..,1.624707689,1.600145916,1.575288349,1.549267427,1.524331209,1.497709542,1.477575628,1.475762142,1.496600409,1.531523597,1.574602701,1.609488772,1.622670145,1.606660849,1.572169956,1.530440395,1.499164259,1.48785623,1.503689948,1.537002337,1.571959682,1.596423021,1.610528847,1.610383698,1.598562977,1.584808921,1.568954269,1.541822324,1.501773454,1.452983278,1.401439861,1.352181892,1.306059088,1.265318603,1.22923063,1.193611663,1.159485353,1.132262439,1.11335834,1.100583725,1.092079483,1.083551371,1.07199404,1.055389384,1.036281168,1.01544167,0.998858904,0.99259313,0.999544734,0.752213052,1.15305928,1.136905694,1.1191092,1.099461091,1.078001344,1.057181578,1.037133897,1.015808349,0.993397493,..
Argentina,ARG,"Population ages 0-14, total",6359618,6443594,6515684,6578461,6636511,6692682,6757943,6820984,6884882,6953529,7030162,7127578,7235065,7351516,7476083,7608884,7769439,7943479,8126121,8308490,8485077,8694707,8871423,9029441,9189223,9358489,9487610,9646335,9810968,9947653,10041982,10148344,10210467,10243127,10271831,10308661,10347239,10385457,10424414,10461215,10494235,10510965,10540095,10573026,10598086,10609996,10634081,10637331,10630193,10630363,10619665,10654653,10705359,10765954,10824454,10874071,10932227,10978949,11017254,11052913,..
Argentina,ARG,"Population, total",20481779,20817266,21153052,21488912,21824425,22159650,22494035,22828869,23168267,23517611,23880561,24259561,24653175,25056478,25462302,25865776,26264681,26661398,27061047,27471036,27896528,28338515,28794548,29262047,29737093,30216279,30698964,31184415,31668949,32148134,32618651,33079000,33529326,33970111,34402672,34828170,35246374,35657429,36063459,36467218,36870787,37275652,37681749,38087868,38491972,38892931,39289878,39684295,40080160,40482788,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,..
Armenia,ARM,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,637.8546595,590.1210473,369.6326166,357.2032777,400.5152381,456.3750487,504.0585594,523.283068,609.1724375,597.4325147,622.7421391,694.4232277,783.2406986,930.1273219,1191.91902,1643.753029,2158.143697,3139.277499,4010.857243,2994.342544,3218.372707,3525.804747,3681.857456,3838.185801,3986.231624,3607.296697,3591.829276,3914.501268,4220.490277,4622.733493,..
Armenia,ARM,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5180.050954,4616.933,2735.788923,2554.174446,2757.229291,3008.234256,3234.061455,3378.935803,3654.05767,3798.671291,4048.257817,4464.384368,5081.515208,5823.727671,6472.131214,7419.853768,8464.468558,9708.405466,10467.51901,9052.389818,9286.18119,9725.271468,10397.69071,10691.30996,11019.83878,11321.35576,11303.0717,12115.05701,12714.95819,13653.74953,..
Armenia,ARM,Refugee population by country or territory of origin,..,..,..,..,170,..,..,..,200,200,200,4070,3500,..,..,..,..,440,420,700,333,333,733,333,333,333,528,208,300,..,..,..,195000,200116,201837,201439,203232,203690,193147,193228,5787,7206,13244,13158,13409,13965,14913,15435,16333,18004,17553,16491,15937,11995,11839,11211,10707,10786,11040,10962,..
