Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6824.589614,6981.977237,7613.044341,7748.734059,7947.936609,8155.994511,8435.264554,8403.771306,8908.172199,9159.960383,9265.63521,9062.323492,9173.656582,9673.441429,10571.12115,10749.32734,11621.05953,11971.64567,12629.84505,12207.43291,12413.398,13256.49611,13080.3874,13489.11137,13761.12341,13551.74682,14291.36489,14945.759,15621.59831,16089.06767,1
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3741.731028,3901.601387,4238.152248,4519.52445,4557.593713,5015.424353,5175.821744,5453.748539,5745.67771,5989.03241,6221.780038,6460.216484,6964.279921,7622.948308,8139.55948,8593.844738,9535.598515,10126.9725,10499.62996,10367.7389,10139.81854,10302.42035,10457.15843,10909.46504,11310.13101,11641.84016,12456.95412,12245.01484,12760.58515,12982.89639,1
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1130.580203,1224.537227,1300.712789,1356.601219,1363.291713,1436.815615,1508.848254,1651.838709,1695.543271,1725.32515,1824.609909,1931.347003,2030.524527,2166.786587,2247.833136,2422.966783,2672.271792,2976.974773,3183.836948,3225.055192,3168.551784,3673.486902,4102.80843,4189.448778,4734.833046,5047.927788,4415.769525,4362.578409,4258.775161,4122.526685,1
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6616.760016,6891.909321,6948.460706,6522.164569,6775.925595,6812.384051,6907.040987,7329.371326,7488.842978,7401.215136,7634.294048,8033.384172,8290.554424,8871.532498,9769.884839,10405.61621,11210.72913,11960.97979,12552.95224,12880.69054,13548.40519,14475.01851,15785.1819,16815.23333,17261.23158,16072.21626,14206.51987,16341.44892,17001.34784,17005.42675,1
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20388.17585,20694.56529,20798.59762,20730.81387,21847.65767,23063.84694,23891.27085,24797.46553,25887.34776,27471.55827,29629.37542,29940.40419,30926.5056,31780.11504,33827.9147,34244.46502,37684.65163,40862.64791,42158.2957,40318.22625,42252.14669,44608.58026,45432.43197,46312.39238,47184.66913,49116.30784,50425.15463,52739.01139,53746.79917,55814.51265,1
Switzerland,CHE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27586.76073,27907.50625,28218.17492,28588.80602,29335.25364,29893.96157,30526.43853,31805.13311,32918.50202,33814.07929,35763.01086,36778.37465,37718.30413,37713.96138,39170.18109,40572.26318,45098.80792,49742.72269,52584.73495,51808.24729,53107.38549,56183.83259,57849.58399,60108.51635,61902.16241,63938.97998,65720.14653,67139.04992,69357.48606,70989.25813,1
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2641.267528,2481.847603,1768.904487,1489.260296,1178.979346,1038.583167,867.9505446,884.5963232,928.1710156,961.6835452,1048.461111,1155.127276,1278.643314,1419.393195,1579.5858,1704.535656,1843.707963,1999.687246,2154.916175,2208.447453,2328.444563,2496.581231,2750.356111,3027.81901,3303.096196,2991.653596,3097.202027,3089.530208,3311.051043,3519.822017,1
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,959.6029328,979.5345082,973.9646602,975.620979,980.3135714,1006.721015,1043.810336,1072.94166,1099.551234,1142.625978,1191.283555,1258.106885,1331.992577,1407.386801,1510.495287,1627.470513,1736.731731,1851.173107,1938.720494,1998.2977,2088.098056,2228.705387,2099.454349,2194.924069,2243.625706,2348.443729,2479.261261,2530.438453,2651.091047,2770.681172,1
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4311.669928,4781.953025,5233.378566,5747.092485,6281.351868,6864.794848,7304.166781,7140.453314,6589.599792,6910.330877,7302.891417,7648.854449,8179.397266,8863.741036,9608.546286,10256.33483,11024.84888,11869.67391,12244.8182,12191.41348,13195.37188,13519.12842,14870.97818,15407.66947,15480.21135,15822.35326,16618.76219,17420.56515,18513.29357,19228.29468,1
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1268.201273,1479.697771,1369.737699,1329.549403,1335.847101,1385.900279,1340.474071,1488.045011,1658.537428,1805.857155,1964.515487,2084.59193,2320.073922,2483.1706,2721.056497,2916.823573,3140.873946,3165.799424,3152.570867,3252.546371,1
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,833.4761703,835.9888222,803.7524941,684.1710003,785.6210745,843.3959329,908.3945535,1024.601917,980.2914309,987.5726093,972.4555158,974.6235947,1001.329176,1061.184032,1052.025686,1007.661153,1037.700332,1025.043273,1058.28382,1095.263723,1144.331515,1210.142114,1227.156159,1275.325318,1328.380291,1397.333165,1453.747599,1516.526046,1589.183015,1662.072345,1
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2321.4358,2549.149842,2609.620497,2766.727517,2960.1186,3126.627153,3174.378732,3213.319953,3323.627061,3486.321463,3665.902526,3860.989502,4034.236903,4171.913068,4242.379484,4413.484858,4474.59379,4365.824859,4553.276725,4669.997988,4889.298528,5151.454825,5339.532136,5313.805671,5567.035411,5849.717335,6092.258366,6321.606933,6414.782721,1,1
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7059.864763,7476.870467,8367.49486,8460.9962,8907.645939,9405.685495,10233.9132,11173.11784,12198.97347,13344.51154,14547.30431,15431.5517,16845.83867,19539.48092,21550.53736,23485.43992,27264.58326,29196.00116,30633.13192,29366.15632,30528.82418,30888.02903,30063.2604,30059.89329,29698.46095,27510.40683,26270.08901,26447.59327,26892.8681,27260.81122,1
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3613.823281,3796.530977,4095.756892,4195.922796,4336.934477,4453.790385,4785.010798,5062.557053,5299.723025,5640.23019,5978.966297,6286.661468,6419.860534,6795.616734,7356.779441,7784.794716,8362.836088,9071.622836,9538.441829,9798.982898,10155.48117,10067.90622,10217.12509,10231.72172,10446.05139,10208.73928,10359.3024,10605.25721,11017.77777,11201.34376,1
Turkey,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8518.552159,8738.073017,9320.025096,10143.21838,9640.002757,10383.22142,11116.07849,11962.74331,9095.92024,8757.193371,9586.027444,9215.220833,9329.813174,9604.02371,10860.11352,11887.86395,13619.17051,14848.24495,16053.80379,15501.59526,17438.8972,19651.67848,20616.86987,22269.03766,23967.11803,25625.57463,26329.36017,27934.16733,28139.14376,27875.19325,1
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5436.64605,5212.778826,4405.00845,4450.407175,3663.797009,3394.788601,3620.162375,3212.001034,3432.76901,4009.084833,4275.009442,4510.659696,4548.031154,4736.923441,5055.939296,5829.435537,6588.036682,7420.560964,8561.572365,9021.142077,9810.608197,11294.94843,12057.19597,12739.18195,13490.98716,13690.60427,13866.32472,14205.02158,15195.63347,1,1
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21231.92553,19069.88399,19761.58739,21583.23637,22855.1657,24257.05814,25477.41616,27055.17351,1,1
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1542.80705,1631.85764,1699.401701,1795.023915,2009.212205,1939.043146,1851.858523,2072.231726,2418.057444,2410.993109,2428.493554,2498.379457,2706.083826,2628.841103,2624.523401,2569.873659,2672.208254,2889.413134,3152.091628,3003.298324,2925.616097,3180.104184,3086.009247,3248.194851,3319.10486,3619.410338,3727.711339,3903.655005,4046.549672,4465.230931,1
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,669.3589371,706.0534595,722.3605799,775.3842214,816.3640749,901.3116128,971.5863025,1008.882437,1039.775363,1106.885403,1132.748315,1180.716259,1263.801729,1327.694902,1410.603839,1498.423974,1657.172549,1787.602821,1919.535482,2001.315193,2071.696425,2241.123406,1997.533958,1997.911373,2071.449012,2111.494107,2075.606228,2074.860241,2172.185054,2271.649424,1
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7305.143404,6902.485823,6356.734162,5578.520707,4412.745054,3987.005671,3686.570658,3670.940337,3674.412965,3755.244356,4106.835391,4631.60673,4999.09094,5621.903077,6521.610859,6977.258912,7775.60693,8642.21388,9062.247362,7818.303854,8245.375241,8909.659608,9343.33074,10691.76468,10743.58636,10164.32733,11148.19655,11871.12362,12629.14166,13341.21052,1
United Arab Emirates,ARE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87226.53927,85847.32201,85624.90581,83847.70353,86706.29824,89724.48933,91943.13737,96179.97228,92627.86598,91710.39095,98363.73131,96722.59638,95549.97018,99238.33634,101871.5094,97669.99359,95678.28165,87101.68305,79730.94911,68166.44441,64881.85646,67686.39295,69102.49129,70374.22006,73619.10058,64901.85202,63968.85387,67183.62656,68548.51472,69900.87785,1
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16818.96407,17145.47589,17553.74261,18379.48252,19453.51988,20516.48073,21840.67963,23034.58522,23636.93723,24414.68532,26413.43354,27757.09244,29068.59386,30262.05552,31964.78168,32668.22632,34761.16781,35597.40038,36660.19256,35029.99462,36367.92053,37161.55413,38311.8972,39970.99607,41265.93809,42518.14126,44162.55117,45974.86435,46956.07776,48709.70114,1
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.139,32853.67698,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.96768,48382.55845,47099.98047,48467.51578,49886.81811,51610.60528,53117.66783,55047.72556,56822.51882,57927.51685,59957.72585,62840.02024,65118.35833,1
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6390.028828,6791.7227,7443.267518,7764.807408,8445.861896,8437.168546,9006.369506,9875.500842,10371.68566,10264.50589,10255.09471,10059.78167,9427.169866,9686.474701,10451.92492,11580.37173,12406.37334,13547.14753,14764.18765,15464.2622,16817.06904,18002.85108,18192.33509,19130.04446,20093.65361,20217.58414,20669.81236,21324.846,22100.31064,22454.65794,1
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2493.490117,2511.017427,2227.753902,2178.022015,2067.860108,2054.754318,2087.63373,2192.338727,2275.426471,2381.723501,2493.602299,2621.01248,2734.591228,2869.680924,3130.132663,3412.029678,3731.413015,4135.335084,4523.223208,4842.245463,5124.122722,5489.078964,5712.824303,5942.396759,6158.502459,6343.149742,6452.927938,6518.804687,6914.889513,7288.765626,1
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1654.986462,1716.157872,1749.075218,1752.304542,1899.661094,1912.177136,1951.175232,2044.257776,2119.046609,2117.833916,2247.43859,2166.861084,2037.99834,2110.139082,2196.248102,2326.010727,2537.567155,2676.832698,2837.237368,2882.471224,2888.738336,2905.904722,2930.914618,2956.516263,2997.162069,2953.102197,3009.125533,3121.114376,3203.74158,3273.914944,1
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9600.958962,10640.11289,11283.09354,11329.15912,11058.4165,11492.13185,11442.24077,12136.00288,12070.41225,11294.75595,11748.99093,12185.54261,11078.0766,10224.90651,12207.7179,13657.81451,15219.71335,16748.71374,17723.14727,17042.68328,16740.36942,17527.44779,1,1,1,1,1,1,1,1,1
Vietnam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,917.674244,984.2942889,1071.446782,1162.147546,1268.183663,1394.461478,1528.980795,1658.925313,1751.985006,1840.440839,1987.30271,2134.438361,2282.858299,2462.501396,2694.45806,2960.641054,3232.81316,3522.938206,3758.555401,3952.73415,4213.295913,4523.243719,5042.449686,5358.894732,5745.158585,6102.637264,6573.096338,7155.745829,7765.400252,8374.444328,1
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2113.451155,2210.150531,2178.21299,2429.503865,2738.149398,2931.806098,2671.738553,2413.658778,2091.490298,2367.637065,2615.172132,2912.456367,2810.803378,2998.916986,3155.095825,3363.596651,3584.086975,4010.599798,4631.233213,4729.142633,5008.302272,5400.655659,5495.10553,5754.779242,5795.231559,1,1
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2068.635871,2163.770385,2274.186226,2300.491347,2391.182529,2473.224058,2540.532206,2633.327465,2741.47236,2805.747562,2960.431354,3051.178443,3129.657961,3212.939984,3333.061241,3526.67551,3643.454856,3758.164514,3860.432949,3928.229846,4162.088451,3607.090263,3491.204325,3688.519849,1,1,1,1,1,1,1
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1475.717843,1486.270958,1457.648807,1555.847484,1417.095949,1451.605192,1529.234118,1571.543627,1539.960874,1590.652501,1644.919437,1724.6357,1784.21566,1894.349496,2029.174927,2185.943627,2366.760173,2563.944007,2741.245548,2933.131216,3178.872797,3323.939045,3422.626326,3578.85319,3539.434996,3430.403576,3404.663123,3485.002103,3604.628943,3623.699395,1
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1773.739294,1890.124261,1723.489857,1751.973834,1925.309811,1943.08354,2158.973244,2233.395175,2305.135367,2304.453059,2272.600322,2347.49789,2167.019758,1827.866081,1762.520502,1705.569697,1685.363083,1653.747245,1374.170003,1532.821096,1830.828054,2101.825192,2375.930267,2560.777487,2612.46153,2679.510136,2806.458631,3028.245976,3203.888554,2953.484113,1
